i,size,mu,method,time,modularity,conductance,jaccard
0,10000,0.6,GN_modularity,44.64210629463196,0.4060813095543841,0.4223300092349703,0.1875401746942298
1,10000,0.6,GN_modularity,45.05894160270691,0.406437089799648,0.4222219734052288,0.1920682325226276
2,10000,0.6,GN_modularity,43.460471630096436,0.4061162319863873,0.4222063870509435,0.19745152497950186
3,10000,0.6,GN_modularity,45.336979389190674,0.40586869486951815,0.42207780689905816,0.1968034943738557
4,10000,0.6,GN_modularity,44.45142960548401,0.40618429296309216,0.42234133168041443,0.18852509981746396
5,10000,0.6,GN_modularity,45.429484367370605,0.4058571218405663,0.4210703433901891,0.19895271882130086
6,10000,0.6,GN_modularity,44.304869413375854,0.40625117681046213,0.4220886192291726,0.19643447141351716
7,10000,0.6,GN_modularity,45.11117911338806,0.4063547703639513,0.42206984597590624,0.19364281754825935
8,10000,0.6,GN_modularity,48.63597798347473,0.4063034386597168,0.422738472561892,0.19178835156293375
9,10000,0.6,GN_modularity,44.69318127632141,0.4052781726862148,0.42177908061913383,0.19090605370698563
